InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV022695,SC3428,REGENCY CAKESTAND 3 TIER,3,2024-10-01 00:00:00,72.51,2120.0,Netherlands
INV020356,SC3941,ASSORTED COLOUR BIRD ORNAMENT,6,2024-12-22 00:00:00,51.98,2014.0,United Kingdom
INV023873,SC3831,LUNCH BAG RED RETROSPOT,9,2024-07-25 00:00:00,12.33,2210.0,United Kingdom
INV024104,SC6304,REGENCY CAKESTAND 3 TIER,5,2024-09-21 00:00:00,19.26,2246.0,France
INV022194,SC2554,ASSORTED COLOUR BIRD ORNAMENT,9,2024-10-19 00:00:00,26.52,2083.0,United Kingdom
INV022949,SC3680,VINTAGE UNION JACK MEMOBOARD,3,2024-11-24 00:00:00,77.67,2138.0,United Kingdom
INV024168,SC3641,VINTAGE UNION JACK MEMOBOARD,4,2024-10-24 00:00:00,9.77,2255.0,Germany
INV023079,SC1306,CREAM CUPID HEARTS COAT HANGER,1,2024-09-29 00:00:00,32.33,2147.0,France
INV021822,SC3954,PACK OF 72 RETROSPOT CAKE CASES,8,2024-11-19 00:00:00,75.67,2068.0,United Kingdom
INV020419,SC9674,GLASS STAR FROSTED T-LIGHT HOLDER,6,2024-12-19 00:00:00,69.39,2016.0,Germany
INV024934,SC5175,WHITE HANGING HEART T-LIGHT HOLDER,7,2024-07-20 00:00:00,0.0,2391.0,Netherlands
INV025062,SC1685,VINTAGE UNION JACK MEMOBOARD,1,2024-06-23 00:00:00,9.56,2433.0,United Kingdom
INV022539,SC3613,LUNCH BAG RED RETROSPOT,9,2024-11-05 00:00:00,43.27,2108.0,France
INV021233,SC3495,PARTY BUNTING,1,2024-11-30 00:00:00,43.71,2047.0,Germany
INV024736,SC6615,ASSORTED COLOUR BIRD ORNAMENT,1,2024-10-16 00:00:00,58.22,2339.0,Germany
INV024668,SC5412,PARTY BUNTING,2,2024-08-12 00:00:00,22.27,2328.0,Belgium
INV023722,SC1763,PARTY BUNTING,3,2024-10-05 00:00:00,0.0,2193.0,United Kingdom
INV022010,SC1081,WHITE HANGING HEART T-LIGHT HOLDER,4,2024-11-26 00:00:00,54.79,2076.0,United Kingdom
INV023554,SC5400,VINTAGE UNION JACK MEMOBOARD,8,2024-09-23 00:00:00,77.23,2182.0,United Kingdom
INV020553,SC5529,LUNCH BAG RED RETROSPOT,6,2024-11-15 00:00:00,19.69,2021.0,Germany
INV022765,SC2913,PARTY BUNTING,8,2024-11-21 00:00:00,66.8,2125.0,United Kingdom
INV020875,SC5737,ASSORTED COLOUR BIRD ORNAMENT,1,2024-12-12 00:00:00,59.09,2035.0,United Kingdom
INV023090,SC2234,ASSORTED COLOUR BIRD ORNAMENT,4,2024-11-19 00:00:00,76.83,2148.0,Germany
INV020059,SC5060,LUNCH BAG RED RETROSPOT,4,2024-12-18 00:00:00,38.3,2002.0,France
INV020875,SC9908,LUNCH BAG RED RETROSPOT,4,2024-12-12 00:00:00,75.61,2035.0,Germany
INV023063,SC2874,CREAM CUPID HEARTS COAT HANGER,7,2024-11-17 00:00:00,43.92,2146.0,United Kingdom
INV024065,SC1584,LUNCH BAG RED RETROSPOT,2,2024-08-16 00:00:00,35.08,2240.0,United Kingdom
INV021557,SC6694,ASSORTED COLOUR BIRD ORNAMENT,6,2024-12-18 00:00:00,55.17,2059.0,United Kingdom
INV020546,SC1263,LUNCH BAG RED RETROSPOT,9,2024-11-19 00:00:00,73.79,2021.0,United Kingdom
INV020192,SC2750,GLASS STAR FROSTED T-LIGHT HOLDER,2,2024-11-12 00:00:00,17.82,2007.0,United Kingdom
INV024791,SC8289,REGENCY CAKESTAND 3 TIER,4,2024-07-28 00:00:00,3.92,2346.0,United Kingdom
INV023715,SC9044,JUMBO BAG RED RETROSPOT,9,2024-10-03 00:00:00,65.2,2193.0,France
INV020778,SC5284,CREAM CUPID HEARTS COAT HANGER,2,2024-11-16 00:00:00,71.33,2030.0,United Kingdom
INV020506,SC1410,VINTAGE UNION JACK MEMOBOARD,8,2024-11-26 00:00:00,54.15,2019.0,United Kingdom
INV020530,SC2711,ASSORTED COLOUR BIRD ORNAMENT,2,2024-11-22 00:00:00,77.66,2020.0,United Kingdom
INV024279,SC2654,LUNCH BAG RED RETROSPOT,9,2024-11-02 00:00:00,78.67,2271.0,United Kingdom
INV023382,SC6782,VINTAGE UNION JACK MEMOBOARD,1,2024-11-17 00:00:00,72.82,2169.0,Netherlands
INV025023,SC9708,LUNCH BAG RED RETROSPOT,9,2024-05-31 00:00:00,29.27,2421.0,United Kingdom
INV024042,SC3918,CREAM CUPID HEARTS COAT HANGER,9,2024-10-17 00:00:00,19.69,2236.0,United Kingdom
INV021203,SC3032,WHITE HANGING HEART T-LIGHT HOLDER,5,2024-11-20 00:00:00,36.32,2046.0,Germany
INV022272,SC4902,JUMBO BAG RED RETROSPOT,1,2024-10-21 00:00:00,73.0,2089.0,Germany
INV024032,SC9310,GLASS STAR FROSTED T-LIGHT HOLDER,1,2024-08-04 00:00:00,53.87,2234.0,United Kingdom
INV023808,SC7822,GLASS STAR FROSTED T-LIGHT HOLDER,7,2024-10-17 00:00:00,47.55,2200.0,Netherlands
INV024118,SC8996,GLASS STAR FROSTED T-LIGHT HOLDER,5,2024-08-20 00:00:00,6.45,2248.0,Germany
INV023717,SC5954,WHITE HANGING HEART T-LIGHT HOLDER,1,2024-09-28 00:00:00,57.56,2193.0,Germany
INV022712,SC2607,WHITE HANGING HEART T-LIGHT HOLDER,8,2024-10-06 00:00:00,36.57,2121.0,United Kingdom
INV023204,SC9647,REGENCY CAKESTAND 3 TIER,4,2024-11-04 00:00:00,22.05,2155.0,France
INV020373,SC9500,REGENCY CAKESTAND 3 TIER,6,2024-12-10 00:00:00,42.23,2014.0,United Kingdom
INV024106,SC2024,CREAM CUPID HEARTS COAT HANGER,7,2024-09-19 00:00:00,16.15,2246.0,United Kingdom
INV021002,SC2308,VINTAGE UNION JACK MEMOBOARD,2,2024-12-21 00:00:00,40.61,2039.0,United Kingdom
INV022921,SC9597,JUMBO BAG RED RETROSPOT,3,2024-10-14 00:00:00,67.1,2136.0,Germany
INV023957,SC6126,,5,2024-10-17 00:00:00,6.07,2223.0,Spain
INV023656,SC7157,PARTY BUNTING,1,2024-11-19 00:00:00,7.69,2189.0,United Kingdom
INV024092,SC6033,WHITE HANGING HEART T-LIGHT HOLDER,6,2024-11-16 00:00:00,-2.5,2244.0,United Kingdom
CINV022478,SC2981,JUMBO BAG RED RETROSPOT,-7,2024-10-02 00:00:00,51.0,2104.0,Germany
INV024816,SC4386,PACK OF 72 RETROSPOT CAKE CASES,1,2024-07-04 00:00:00,-1.0,2349.0,Spain
INV021613,SC2402,PARTY BUNTING,8,2024-11-25 00:00:00,61.38,2061.0,United Kingdom
INV024798,SC7898,ASSORTED COLOUR BIRD ORNAMENT,7,2024-08-26 00:00:00,31.99,,United Kingdom
INV023742,SC2684,VINTAGE UNION JACK MEMOBOARD,8,2024-10-23 00:00:00,46.17,2195.0,Germany
INV024560,SC6309,GLASS STAR FROSTED T-LIGHT HOLDER,6,2024-09-11 00:00:00,8.55,2313.0,United Kingdom
INV024901,SC3885,PARTY BUNTING,2,2024-02-05 00:00:00,79.06,2379.0,Germany
INV021510,SC9305,CREAM CUPID HEARTS COAT HANGER,8,2024-11-28 00:00:00,40.28,,United Kingdom
INV024389,SC2009,GLASS STAR FROSTED T-LIGHT HOLDER,9,2024-10-06 00:00:00,27.27,2286.0,Spain
INV023310,SC2978,PARTY BUNTING,5,2024-11-13 00:00:00,65.87,2163.0,United Kingdom
INV021583,SC9008,CREAM CUPID HEARTS COAT HANGER,3,2024-12-01 00:00:00,67.67,2060.0,Germany
INV023847,SC9178,LUNCH BAG RED RETROSPOT,8,2024-10-20 00:00:00,37.33,2205.0,United Kingdom
INV025028,SC2551,LUNCH BAG RED RETROSPOT,7,2024-10-17 00:00:00,11.83,2422.0,France
INV020864,SC8813,REGENCY CAKESTAND 3 TIER,3,2024-11-12 00:00:00,58.61,2034.0,United Kingdom
INV023816,SC1057,GLASS STAR FROSTED T-LIGHT HOLDER,6,2024-06-09 00:00:00,6.84,2201.0,United Kingdom
INV024165,SC1127,ASSORTED COLOUR BIRD ORNAMENT,9,2024-08-01 00:00:00,56.99,2254.0,Belgium
INV024611,SC1105,ASSORTED COLOUR BIRD ORNAMENT,7,2024-10-18 00:00:00,56.56,2320.0,Germany
INV023584,SC8809,PARTY BUNTING,3,2024-10-21 00:00:00,65.49,,United Kingdom
INV023900,SC6367,PACK OF 72 RETROSPOT CAKE CASES,8,2024-11-01 00:00:00,39.29,2213.0,United Kingdom
INV022860,SC7802,GLASS STAR FROSTED T-LIGHT HOLDER,4,2024-10-02 00:00:00,52.88,,France
INV023214,SC9153,PACK OF 72 RETROSPOT CAKE CASES,9,2024-10-21 00:00:00,43.79,2156.0,United Kingdom
INV022225,SC8618,REGENCY CAKESTAND 3 TIER,7,2024-10-07 00:00:00,23.18,2086.0,United Kingdom
INV020102,SC7161,CREAM CUPID HEARTS COAT HANGER,7,2024-11-29 00:00:00,52.81,2003.0,France
INV025086,SC9206,JUMBO BAG RED RETROSPOT,2,2024-08-17 00:00:00,59.82,2442.0,United Kingdom
INV021411,SC4206,VINTAGE UNION JACK MEMOBOARD,1,2024-12-14 00:00:00,67.37,2054.0,Germany
INV020406,SC4212,CREAM CUPID HEARTS COAT HANGER,3,2024-12-07 00:00:00,N/A,2015.0,Germany
INV024046,SC5420,GLASS STAR FROSTED T-LIGHT HOLDER,3,2024-07-29 00:00:00,49.7,2237.0,Germany
INV020499,SC2975,ASSORTED COLOUR BIRD ORNAMENT,6,,45.83,2019.0,United Kingdom
INV021038,SC4593,JUMBO BAG RED RETROSPOT,8,2024-11-16 00:00:00,4.6,2040.0,United Kingdom
INV020773,SC3523,ASSORTED COLOUR BIRD ORNAMENT,1,2024-11-29 00:00:00,30.09,2029.0,Spain
INV023811,SC2294,VINTAGE UNION JACK MEMOBOARD,2,2024-09-22 00:00:00,49.24,2200.0,France
INV021019,SC3474,JUMBO BAG RED RETROSPOT,3,2024-12-19 00:00:00,76.05,2040.0,France
INV020865,SC1864,VINTAGE UNION JACK MEMOBOARD,6,2024-11-23 00:00:00,19.19,2034.0,France
INV023738,SC4819,,3,2024-11-25 00:00:00,69.33,2195.0,United Kingdom
INV021908,SC4698,PACK OF 72 RETROSPOT CAKE CASES,7,2024-11-27 00:00:00,61.88,2072.0,France
INV023950,SC5439,PACK OF 72 RETROSPOT CAKE CASES,2,2024-09-28 00:00:00,14.85,2221.0,United Kingdom
INV021896,SC6355,PARTY BUNTING,9,2024-11-26 00:00:00,79.09,2071.0,United Kingdom
INV024567,SC4108,ASSORTED COLOUR BIRD ORNAMENT,1,2024-07-04 00:00:00,75.63,2314.0,Netherlands
INV024785,SC9839,PARTY BUNTING,7,2024-10-29 00:00:00,77.13,2345.0,United Kingdom
INV023951,SC7817,LUNCH BAG RED RETROSPOT,4,2024-08-01 00:00:00,69.64,2221.0,United Kingdom
CINV023368,SC7106,CREAM CUPID HEARTS COAT HANGER,-7,2024-09-14 00:00:00,30.55,2168.0,France
INV021332,SC7219,PARTY BUNTING,7,2024-12-05 00:00:00,49.06,2051.0,United Kingdom
INV023736,SC7261,,7,2024-10-26 00:00:00,31.29,2194.0,United Kingdom
INV024038,SC2278,VINTAGE UNION JACK MEMOBOARD,5,2024-09-12 00:00:00,74.11,2235.0,Netherlands
INV021289,SC8925,ASSORTED COLOUR BIRD ORNAMENT,7,2024-12-13 00:00:00,12.37,2050.0,France
INV023439,SC3741,PARTY BUNTING,7,2024-11-13 00:00:00,57.67,2173.0,United Kingdom
INV022235,SC6542,PARTY BUNTING,1,2024-10-25 00:00:00,62.44,2086.0,United Kingdom
INV021797,SC3739,PACK OF 72 RETROSPOT CAKE CASES,1,2024-11-22 00:00:00,62.79,2068.0,France
INV022659,SC3143,GLASS STAR FROSTED T-LIGHT HOLDER,6,2024-11-12 00:00:00,55.93,2117.0,Netherlands
INV024526,SC8768,,8,2024-08-27 00:00:00,43.92,2308.0,United Kingdom
INV022961,SC1664,WHITE HANGING HEART T-LIGHT HOLDER,2,2024-11-13 00:00:00,64.79,2139.0,United Kingdom
INV024350,SC8262,PARTY BUNTING,1,2024-08-02 00:00:00,64.54,2281.0,United Kingdom
INV021888,SC1985,PACK OF 72 RETROSPOT CAKE CASES,6,2024-11-27 00:00:00,65.45,2071.0,United Kingdom
INV021844,SC2594,JUMBO BAG RED RETROSPOT,1,2024-11-26 00:00:00,29.57,2070.0,United Kingdom
INV021957,SC6153,REGENCY CAKESTAND 3 TIER,4,2024-12-18 00:00:00,10.29,2074.0,France
INV022761,SC3970,,1,2024-11-03 00:00:00,37.04,2124.0,Belgium
INV022661,SC7996,PARTY BUNTING,4,2024-11-07 00:00:00,73.83,2117.0,Belgium
INV022288,SC8944,PACK OF 72 RETROSPOT CAKE CASES,4,2024-10-17 00:00:00,17.25,,United Kingdom
INV022631,SC8398,ASSORTED COLOUR BIRD ORNAMENT,6,2024-10-30 00:00:00,19.29,2115.0,United Kingdom
INV021202,SC6840,ASSORTED COLOUR BIRD ORNAMENT,8,2024-11-17 00:00:00,41.81,2046.0,United Kingdom
INV022635,SC6415,PARTY BUNTING,6,2024-11-13 00:00:00,49.09,2116.0,United Kingdom
INV020145,SC5532,VINTAGE UNION JACK MEMOBOARD,3,2024-12-04 00:00:00,50.59,,United Kingdom
INV021204,SC7768,LUNCH BAG RED RETROSPOT,5,2024-12-20 00:00:00,74.66,2046.0,United Kingdom
INV021639,SC5902,CREAM CUPID HEARTS COAT HANGER,1,2024-11-09 00:00:00,78.19,2062.0,Spain
INV020067,SC2830,GLASS STAR FROSTED T-LIGHT HOLDER,6,2024-12-21 00:00:00,67.07,2002.0,Netherlands
INV021211,SC4724,PACK OF 72 RETROSPOT CAKE CASES,4,2024-12-13 00:00:00,3.96,2047.0,France
INV023570,SC4516,LUNCH BAG RED RETROSPOT,5,2024-10-17 00:00:00,31.72,2183.0,Germany
INV023932,SC5925,GLASS STAR FROSTED T-LIGHT HOLDER,6,2024-07-24 00:00:00,36.91,2218.0,France
INV021814,SC9113,,2,2024-11-23 00:00:00,51.73,2068.0,United Kingdom
INV020825,SC9796,ASSORTED COLOUR BIRD ORNAMENT,9,2024-12-23 00:00:00,31.29,2032.0,Spain
INV020457,SC7593,JUMBO BAG RED RETROSPOT,9,2024-12-01 00:00:00,76.96,2017.0,United Kingdom
INV020782,SC7704,VINTAGE UNION JACK MEMOBOARD,9,2024-11-18 00:00:00,21.64,2030.0,United Kingdom
CINV021079,SC5134,WHITE HANGING HEART T-LIGHT HOLDER,-5,2024-12-25 00:00:00,67.73,2042.0,United Kingdom
INV020388,SC1473,GLASS STAR FROSTED T-LIGHT HOLDER,8,2024-11-13 00:00:00,50.36,2015.0,Spain
INV023121,SC4294,GLASS STAR FROSTED T-LIGHT HOLDER,3,2024-10-15 00:00:00,3.31,2150.0,Germany
INV024786,SC2269,WHITE HANGING HEART T-LIGHT HOLDER,4,2024-09-25 00:00:00,21.32,2345.0,United Kingdom
INV021106,SC6712,CREAM CUPID HEARTS COAT HANGER,2,2024-11-28 00:00:00,23.47,2043.0,Netherlands
INV022237,SC6141,VINTAGE UNION JACK MEMOBOARD,5,2024-10-14 00:00:00,51.79,,Germany
INV022984,SC4306,PACK OF 72 RETROSPOT CAKE CASES,8,2024-11-27 00:00:00,-2.5,2140.0,United Kingdom
INV022246,SC2028,JUMBO BAG RED RETROSPOT,5,2024-10-30 00:00:00,12.59,2087.0,Germany
CINV023414,SC7219,WHITE HANGING HEART T-LIGHT HOLDER,-1,2024-11-22 00:00:00,-1.0,2171.0,Spain
CINV021125,SC7435,JUMBO BAG RED RETROSPOT,-8,2024-11-11 00:00:00,33.26,2043.0,United Kingdom
INV021025,SC1430,JUMBO BAG RED RETROSPOT,8,2024-11-26 00:00:00,12.13,2040.0,Germany
INV022800,SC1572,WHITE HANGING HEART T-LIGHT HOLDER,7,2024-10-31 00:00:00,64.38,2127.0,United Kingdom
INV022923,SC7603,GLASS STAR FROSTED T-LIGHT HOLDER,9,2024-11-11 00:00:00,45.42,2137.0,France
INV021909,SC3154,WHITE HANGING HEART T-LIGHT HOLDER,2,2024-11-21 00:00:00,17.01,2072.0,United Kingdom
INV023278,SC7074,PARTY BUNTING,6,2024-11-25 00:00:00,4.59,2161.0,Spain
INV023644,SC3515,VINTAGE UNION JACK MEMOBOARD,2,2024-11-20 00:00:00,27.93,2187.0,United Kingdom
INV021242,SC7092,PARTY BUNTING,2,2024-11-23 00:00:00,67.39,2048.0,Germany
INV023209,SC1705,GLASS STAR FROSTED T-LIGHT HOLDER,5,2024-11-12 00:00:00,33.1,2155.0,Netherlands
INV022046,SC7531,VINTAGE UNION JACK MEMOBOARD,8,2024-12-15 00:00:00,9.4,2077.0,United Kingdom
INV020813,SC1542,PACK OF 72 RETROSPOT CAKE CASES,8,2024-12-04 00:00:00,16.03,2032.0,United Kingdom
INV025005,SC8371,PACK OF 72 RETROSPOT CAKE CASES,5,2024-11-09 00:00:00,14.84,2415.0,United Kingdom
INV021047,SC4545,CREAM CUPID HEARTS COAT HANGER,1,2024-11-28 00:00:00,30.86,2041.0,United Kingdom
INV020914,SC7154,WHITE HANGING HEART T-LIGHT HOLDER,8,2024-12-01 00:00:00,17.69,2036.0,United Kingdom
INV024218,SC2799,LUNCH BAG RED RETROSPOT,8,2024-09-24 00:00:00,79.32,2261.0,United Kingdom
INV023685,SC7325,LUNCH BAG RED RETROSPOT,9,2024-11-16 00:00:00,9.13,2190.0,United Kingdom
INV020292,SC2057,PACK OF 72 RETROSPOT CAKE CASES,6,2024-12-13 00:00:00,20.36,2011.0,United Kingdom
INV024005,SC3485,PACK OF 72 RETROSPOT CAKE CASES,1,2024-06-26 00:00:00,37.13,2231.0,United Kingdom
CINV021549,SC5325,WHITE HANGING HEART T-LIGHT HOLDER,-2,2024-12-15 00:00:00,18.38,2059.0,United Kingdom
CINV022354,SC9832,LUNCH BAG RED RETROSPOT,-9,2024-11-01 00:00:00,-1.0,2094.0,United Kingdom
INV023185,SC8931,CREAM CUPID HEARTS COAT HANGER,4,2024-10-05 00:00:00,54.48,2154.0,Germany
INV024691,SC5690,CREAM CUPID HEARTS COAT HANGER,2,2024-08-21 00:00:00,68.26,2332.0,France
INV020732,SC2387,ASSORTED COLOUR BIRD ORNAMENT,2,2024-11-06 00:00:00,14.9,2028.0,Germany
INV021393,SC7938,JUMBO BAG RED RETROSPOT,4,2024-12-12 00:00:00,25.1,2053.0,France
INV021282,SC9749,JUMBO BAG RED RETROSPOT,3,2024-11-05 00:00:00,34.52,,France
INV023908,SC5958,LUNCH BAG RED RETROSPOT,8,2024-10-27 00:00:00,20.77,2215.0,United Kingdom
CINV022863,SC4060,JUMBO BAG RED RETROSPOT,-8,2024-09-23 00:00:00,33.8,2131.0,United Kingdom
INV024576,SC1043,CREAM CUPID HEARTS COAT HANGER,6,2024-08-28 00:00:00,3.73,2315.0,France
INV021029,SC2674,GLASS STAR FROSTED T-LIGHT HOLDER,2,2024-11-26 00:00:00,58.29,2040.0,France
INV022799,SC5001,JUMBO BAG RED RETROSPOT,2,2024-10-06 00:00:00,45.16,2127.0,United Kingdom
INV022232,SC4717,JUMBO BAG RED RETROSPOT,7,2024-11-23 00:00:00,65.27,2086.0,United Kingdom
INV024601,SC9032,JUMBO BAG RED RETROSPOT,8,2024-09-24 00:00:00,15.85,2319.0,United Kingdom
INV024758,SC7197,WHITE HANGING HEART T-LIGHT HOLDER,9,2024-09-09 00:00:00,39.71,,United Kingdom
INV020844,SC1891,WHITE HANGING HEART T-LIGHT HOLDER,7,2024-12-15 00:00:00,15.78,2033.0,United Kingdom
INV023523,SC7506,PACK OF 72 RETROSPOT CAKE CASES,5,2024-09-19 00:00:00,59.81,2179.0,Spain
INV022098,SC3821,PACK OF 72 RETROSPOT CAKE CASES,1,2024-11-24 00:00:00,78.24,2078.0,United Kingdom
INV022525,SC1441,GLASS STAR FROSTED T-LIGHT HOLDER,2,2024-11-05 00:00:00,33.96,2107.0,France
INV022735,SC8682,VINTAGE UNION JACK MEMOBOARD,6,2024-11-08 00:00:00,15.38,2122.0,United Kingdom
INV024292,SC4543,VINTAGE UNION JACK MEMOBOARD,6,2024-09-29 00:00:00,28.13,2273.0,United Kingdom
INV020888,SC6532,REGENCY CAKESTAND 3 TIER,9,2024-11-17 00:00:00,54.81,2035.0,France
INV022958,SC6641,CREAM CUPID HEARTS COAT HANGER,9,2024-11-12 00:00:00,56.21,2139.0,United Kingdom
INV020408,SC3026,PARTY BUNTING,7,2024-11-29 00:00:00,10.04,2016.0,United Kingdom
CINV020906,SC8986,GLASS STAR FROSTED T-LIGHT HOLDER,-4,2024-12-18 00:00:00,76.54,2035.0,United Kingdom
INV022632,SC1527,REGENCY CAKESTAND 3 TIER,7,2024-10-12 00:00:00,73.89,2115.0,United Kingdom
INV023843,SC8263,PARTY BUNTING,8,2024-07-21 00:00:00,48.28,2204.0,Germany
INV025131,SC7951,LUNCH BAG RED RETROSPOT,7,2024-03-26 00:00:00,10.43,2466.0,United Kingdom
INV020599,SC2102,WHITE HANGING HEART T-LIGHT HOLDER,3,2024-12-11 00:00:00,21.1,2023.0,United Kingdom
INV023412,SC8849,PARTY BUNTING,1,2024-10-12 00:00:00,44.05,2171.0,United Kingdom
INV023377,SC7021,JUMBO BAG RED RETROSPOT,6,2024-10-04 00:00:00,26.74,,Germany
INV020373,SC9189,ASSORTED COLOUR BIRD ORNAMENT,6,2024-12-10 00:00:00,71.25,2014.0,United Kingdom
INV021501,SC3409,ASSORTED COLOUR BIRD ORNAMENT,8,2024-11-25 00:00:00,59.42,2058.0,United Kingdom
INV020746,SC3747,VINTAGE UNION JACK MEMOBOARD,4,2024-12-15 00:00:00,52.23,2029.0,United Kingdom
INV020185,SC1804,CREAM CUPID HEARTS COAT HANGER,2,2024-12-07 00:00:00,53.57,2007.0,United Kingdom
INV024161,SC4644,WHITE HANGING HEART T-LIGHT HOLDER,2,2024-08-19 00:00:00,-2.5,2254.0,France
INV024778,SC7986,JUMBO BAG RED RETROSPOT,2,2024-09-20 00:00:00,63.41,2344.0,United Kingdom
INV021615,SC9840,ASSORTED COLOUR BIRD ORNAMENT,7,2024-11-29 00:00:00,6.88,2061.0,United Kingdom
INV021421,SC8608,LUNCH BAG RED RETROSPOT,7,2024-12-04 00:00:00,22.19,2054.0,Germany
INV023432,SC4253,GLASS STAR FROSTED T-LIGHT HOLDER,4,2024-11-08 00:00:00,65.76,,Germany
INV021270,SC7210,GLASS STAR FROSTED T-LIGHT HOLDER,3,2024-11-30 00:00:00,53.75,2049.0,Spain
INV021095,SC5606,WHITE HANGING HEART T-LIGHT HOLDER,5,2024-12-24 00:00:00,75.41,2042.0,United Kingdom
INV020680,SC1907,REGENCY CAKESTAND 3 TIER,3,2024-11-03 00:00:00,13.66,,Belgium
INV023809,SC5859,ASSORTED COLOUR BIRD ORNAMENT,3,2024-10-20 00:00:00,22.68,2200.0,Germany
INV021396,SC6977,REGENCY CAKESTAND 3 TIER,7,2024-11-18 00:00:00,55.42,2053.0,United Kingdom
INV020810,SC9771,REGENCY CAKESTAND 3 TIER,6,2024-11-28 00:00:00,23.05,2032.0,United Kingdom
CINV022138,SC1239,GLASS STAR FROSTED T-LIGHT HOLDER,-2,2024-11-25 00:00:00,65.86,2079.0,Spain
INV021505,SC1683,GLASS STAR FROSTED T-LIGHT HOLDER,3,2024-11-14 00:00:00,43.12,,Spain
INV021454,SC8094,PACK OF 72 RETROSPOT CAKE CASES,7,2024-12-11 00:00:00,3.5,2056.0,Spain
INV021270,SC5178,PACK OF 72 RETROSPOT CAKE CASES,8,2024-11-30 00:00:00,57.95,2049.0,France
INV022733,SC7064,GLASS STAR FROSTED T-LIGHT HOLDER,2,2024-12-03 00:00:00,7.23,2122.0,United Kingdom
INV022018,SC7332,CREAM CUPID HEARTS COAT HANGER,8,2024-12-05 00:00:00,14.42,2076.0,France
INV022937,SC7456,REGENCY CAKESTAND 3 TIER,9,2024-10-03 00:00:00,56.01,2137.0,United Kingdom
INV020351,SC1558,CREAM CUPID HEARTS COAT HANGER,9,2024-12-19 00:00:00,46.92,2013.0,Spain
INV022461,SC8272,WHITE HANGING HEART T-LIGHT HOLDER,6,2024-11-12 00:00:00,40.39,2102.0,United Kingdom
INV020201,SC7736,JUMBO BAG RED RETROSPOT,3,2024-12-21 00:00:00,59.98,2008.0,United Kingdom
INV024358,SC5508,CREAM CUPID HEARTS COAT HANGER,9,2024-10-13 00:00:00,75.6,2282.0,Spain
INV023784,SC4914,PACK OF 72 RETROSPOT CAKE CASES,4,2024-10-14 00:00:00,67.96,2198.0,United Kingdom
INV023891,SC9365,LUNCH BAG RED RETROSPOT,9,2024-08-30 00:00:00,32.25,2212.0,Germany
INV020894,SC9325,REGENCY CAKESTAND 3 TIER,4,2024-12-10 00:00:00,61.81,2035.0,United Kingdom
INV023457,SC5780,VINTAGE UNION JACK MEMOBOARD,5,2024-11-03 00:00:00,47.89,2175.0,Belgium
INV023359,SC6649,PARTY BUNTING,7,2024-10-23 00:00:00,53.22,2167.0,Netherlands
INV021904,SC6207,GLASS STAR FROSTED T-LIGHT HOLDER,3,2024-12-11 00:00:00,8.58,2072.0,United Kingdom
INV021574,SC2780,REGENCY CAKESTAND 3 TIER,3,2024-11-29 00:00:00,52.67,2060.0,France
INV020637,SC2726,VINTAGE UNION JACK MEMOBOARD,7,2024-11-27 00:00:00,39.74,2024.0,United Kingdom
INV023775,SC2691,WHITE HANGING HEART T-LIGHT HOLDER,8,2024-10-12 00:00:00,44.96,2198.0,United Kingdom
INV022926,SC3554,WHITE HANGING HEART T-LIGHT HOLDER,1,2024-10-19 00:00:00,30.28,2137.0,United Kingdom
INV021225,SC6451,REGENCY CAKESTAND 3 TIER,8,2024-11-22 00:00:00,50.48,2047.0,United Kingdom
INV024637,SC6672,GLASS STAR FROSTED T-LIGHT HOLDER,8,2024-09-01 00:00:00,7.54,2325.0,France
INV025020,SC8901,LUNCH BAG RED RETROSPOT,7,2024-07-26 00:00:00,42.91,2420.0,United Kingdom
INV025131,SC3077,LUNCH BAG RED RETROSPOT,9,2024-03-26 00:00:00,65.46,2466.0,Spain
INV022621,SC8883,LUNCH BAG RED RETROSPOT,2,2024-11-02 00:00:00,-2.5,2114.0,United Kingdom
INV023771,SC1353,WHITE HANGING HEART T-LIGHT HOLDER,2,2024-11-06 00:00:00,62.8,2197.0,United Kingdom
INV025118,SC4466,VINTAGE UNION JACK MEMOBOARD,3,2024-06-27 00:00:00,20.23,2457.0,United Kingdom
INV022364,SC6545,WHITE HANGING HEART T-LIGHT HOLDER,2,2024-11-07 00:00:00,59.99,2095.0,Belgium
INV021061,SC4935,ASSORTED COLOUR BIRD ORNAMENT,7,2024-12-08 00:00:00,74.49,2041.0,Belgium
INV020353,SC8489,WHITE HANGING HEART T-LIGHT HOLDER,1,2024-12-22 00:00:00,59.85,2014.0,United Kingdom
INV024445,SC1012,CREAM CUPID HEARTS COAT HANGER,8,2024-07-28 00:00:00,63.26,2295.0,United Kingdom
INV024012,SC5236,WHITE HANGING HEART T-LIGHT HOLDER,1,2024-09-06 00:00:00,28.08,2232.0,United Kingdom
INV020419,SC1948,CREAM CUPID HEARTS COAT HANGER,4,2024-12-19 00:00:00,54.31,2016.0,France
INV022849,SC8622,PACK OF 72 RETROSPOT CAKE CASES,5,2024-11-09 00:00:00,51.12,2130.0,Germany
INV022324,SC1666,LUNCH BAG RED RETROSPOT,4,2024-10-25 00:00:00,76.27,2092.0,United Kingdom
INV024589,SC8593,PARTY BUNTING,7,,17.8,2317.0,Belgium
